temperature,humidity,light_intensity,noise_level,pir_motion,person_count,door_state,window_state,co2_level,gas_leak,smoke_detected,rain_detected,voice_command,room_type,time_of_day,device,state
24.09,75.46,20.15,33.04,0,0,closed,open,599.91,1,0,0,deactivate the geyser,bedroom,afternoon,geyser,OFF
17.22,81.89,51.64,49.37,0,0,closed,closed,896.67,1,0,1,turn off the phone_charger,office,morning,phone_charger,OFF
25.23,88.18,84.58,48.49,1,1,closed,open,1634.58,1,1,1,turn off the door,balcony,night,door,OFF
24.09,39.8,26.85,63.04,0,0,closed,closed,612.01,1,0,0,start the coffee_maker,living_room,evening,coffee_maker,OFF
30.15,50.33,49.68,71.82,0,3,closed,closed,527.34,0,0,0,stop the water_motor,bedroom,evening,water_motor,OFF
35.64,24.48,13.52,50.39,0,1,open,open,1449.87,0,1,0,is the refrigerator off,bathroom,afternoon,refrigerator,OFF
16.71,72.78,28.43,14.77,0,0,open,open,862.21,1,0,0,deactivate the humidifier,garage,afternoon,humidifier,OFF
21.92,45.69,6.71,14.19,1,3,open,open,422.05,1,1,1,what s up with the window,garage,afternoon,window,ON
26.75,29.07,89.16,47.58,0,1,closed,closed,484.21,0,1,1,how s the aquarium_pump,kitchen,night,aquarium_pump,ON
28.84,62.88,10.32,75.54,1,1,closed,open,1639.39,0,1,0,is the tv off,living_room,morning,tv,OFF
24.31,34.09,59.45,69.74,1,1,open,closed,1862.34,1,1,1,activate the water_motor,bathroom,afternoon,water_motor,ON
32.17,73.1,50.56,43.5,1,1,open,closed,1424.88,1,1,0,turn on the tv,balcony,afternoon,tv,ON
34.05,74.49,45.17,37.14,1,1,closed,open,1854.9,1,0,1,switch on the humidifier,balcony,afternoon,humidifier,ON
23.11,61.98,41.67,59.85,0,0,open,open,1418.66,0,0,0,switch off the window,balcony,night,window,OFF
19.91,62.18,17.71,29.85,0,3,open,open,1204.11,1,1,0,open the music_system,balcony,morning,music_system,ON
19.46,66.67,48.21,35.5,1,1,closed,open,1590.07,1,0,0,status of the curtain,garage,night,curtain,ON
36.59,81.79,55.64,64.65,1,0,closed,open,1327.98,1,0,0,activate the geyser,bathroom,afternoon,geyser,ON
28.11,81.87,88.47,46.75,1,2,open,closed,1553.86,1,0,0,switch off the ac,garage,afternoon,ac,OFF
26.7,27.21,47.7,34.71,1,3,open,open,1152.6,0,0,1,close the window,living_room,afternoon,window,OFF
38.87,29.31,65.9,77.18,0,3,open,open,1703.82,1,0,0,stop the music_system,bathroom,morning,music_system,OFF
27.9,87.55,46.46,54.94,0,1,closed,open,994.26,0,1,1,switch on the ac,garage,night,ac,ON
17.07,85.51,56.16,68.13,1,0,closed,open,547.67,1,0,1,switch off the ac,office,morning,ac,OFF
38.08,55.08,33.12,49.65,0,1,open,open,536.99,0,1,0,switch off the door,balcony,evening,door,OFF
29.79,71.03,52.09,77.64,0,1,closed,open,1594.22,0,0,1,how s the heater,bedroom,night,heater,ON
24.73,32.93,22.99,78.29,0,0,closed,closed,1755.76,1,0,1,switch on the light,bathroom,morning,light,ON
39.5,68.59,99.25,55.2,1,0,open,closed,545.46,1,1,1,switch on the coffee_maker,bathroom,night,coffee_maker,OFF
15.53,67.89,68.09,24.79,0,0,open,closed,996.58,0,1,1,is the cctv_camera on,balcony,evening,cctv_camera,ON
28.29,39.73,82.24,36.44,0,3,closed,closed,1215.96,0,0,0,close the humidifier,garage,night,humidifier,OFF
23.96,20.08,56.86,29.66,1,3,open,closed,604.84,0,1,0,switch off the light,balcony,night,light,OFF
37.48,50.35,13.56,40.4,0,2,open,closed,1381.07,1,0,1,turn on the coffee_maker,garage,morning,coffee_maker,OFF
17.6,82.86,93.09,75.18,0,3,closed,open,1132.97,1,0,1,status of the air_purifier,living_room,evening,air_purifier,ON
35.56,81.75,37.57,37.17,1,0,closed,closed,1340.63,1,0,0,is the ac off,kitchen,afternoon,ac,OFF
20.09,29.1,98.59,53.85,0,2,closed,closed,1745.8,1,0,0,how s the music_system,bathroom,morning,music_system,ON
34.99,79.15,64.27,77.72,0,2,open,open,833.72,1,1,0,deactivate the cctv_camera,bedroom,evening,cctv_camera,OFF
18.97,69.98,43.4,44.55,1,1,closed,closed,805.42,0,0,1,turn off the phone_charger,office,afternoon,phone_charger,OFF
38.06,56.95,72.93,36.74,1,3,closed,closed,1818.5,0,0,0,is the fan off,garage,night,fan,OFF
35.72,48.56,14.89,78.31,1,2,closed,closed,1568.19,1,1,0,deactivate the light,balcony,night,light,OFF
38.18,39.05,27.81,79.24,1,3,closed,closed,1346.46,1,1,0,switch on the aquarium_pump,office,evening,aquarium_pump,ON
21.46,38.74,65.61,63.59,1,2,open,open,1910.39,1,0,0,what s up with the light,office,night,light,ON
17.81,70.91,85.08,71.04,0,2,open,closed,610.45,1,1,0,status of the ac,garage,evening,ac,ON
23.42,62.72,19.72,58.54,0,3,open,closed,1383.7,0,0,1,switch off the ac,garage,night,ac,OFF
21.24,26.31,49.07,25.2,0,2,open,closed,727.98,1,0,1,what s up with the aquarium_pump,living_room,evening,aquarium_pump,ON
38.91,25.82,68.04,10.39,1,0,closed,closed,1978.75,0,0,0,deactivate the geyser,bathroom,afternoon,geyser,OFF
37.71,46.43,17.33,73.67,1,2,open,open,1375.86,1,1,0,start the phone_charger,garage,morning,phone_charger,ON
16.63,42.27,31.45,60.16,1,3,open,open,1330.86,1,0,1,switch on the light,living_room,afternoon,light,ON
18.93,44.8,33.27,67.23,0,1,closed,open,1064.19,1,1,0,close the air_purifier,balcony,evening,air_purifier,OFF
38.83,37.75,14.71,47.72,0,2,open,closed,1246.85,1,1,1,close the refrigerator,living_room,night,refrigerator,OFF
33.67,80.34,55.62,62.65,1,1,closed,closed,1797.96,1,1,0,status of the coffee_maker,bedroom,afternoon,coffee_maker,OFF
36.43,28.84,41.58,78.38,1,3,closed,closed,684.3,1,1,0,turn off the fan,kitchen,night,fan,OFF
36.39,56.08,63.79,14.37,0,3,open,open,1153.42,1,0,0,is the light on,living_room,night,light,ON
38.9,85.5,6.87,69.02,0,2,closed,closed,1847.64,0,0,0,how s the refrigerator,office,afternoon,refrigerator,ON
28.3,54.79,21.96,15.68,0,1,open,open,633.15,1,0,1,open the humidifier,garage,morning,humidifier,ON
15.58,35.99,13.01,57.47,1,1,open,closed,1337.48,0,1,0,switch off the heater,office,morning,heater,OFF
34.65,70.36,92.25,37.12,0,1,closed,closed,682.81,1,0,1,switch on the dehumidifier,kitchen,evening,dehumidifier,ON
27.27,35.62,88.96,58.19,0,1,closed,open,884.92,1,0,1,turn off the phone_charger,garage,evening,phone_charger,OFF
24.15,55.64,64.88,34.81,1,2,closed,closed,749.84,1,1,0,stop the door,living_room,evening,door,OFF
21.37,62.94,29.37,48.65,1,2,closed,open,666.8,0,1,0,turn off the refrigerator,bedroom,afternoon,refrigerator,OFF
35.42,70.86,60.0,61.01,0,1,closed,open,625.21,1,1,1,turn on the aquarium_pump,bathroom,evening,aquarium_pump,ON
24.37,30.97,95.88,65.62,1,1,open,closed,1943.38,1,1,1,open the desk_lamp,bedroom,afternoon,desk_lamp,ON
34.55,67.49,50.32,23.4,1,3,open,open,1689.13,0,1,0,switch off the coffee_maker,office,morning,coffee_maker,OFF
19.97,33.96,90.84,46.63,0,1,open,open,1973.55,1,0,1,switch off the tv,bedroom,morning,tv,OFF
33.99,31.72,96.77,72.72,0,1,closed,closed,1595.08,1,1,1,start the water_motor,living_room,evening,water_motor,ON
19.5,85.26,28.15,27.37,0,2,closed,closed,438.3,0,0,1,activate the air_purifier,kitchen,morning,air_purifier,ON
37.05,82.75,79.82,36.48,1,2,open,closed,940.76,1,0,0,turn on the tv,kitchen,morning,tv,ON
15.29,31.31,75.54,48.42,1,3,closed,open,1153.74,1,1,0,stop the phone_charger,bedroom,evening,phone_charger,OFF
27.64,45.31,64.1,16.6,1,3,closed,open,671.9,1,1,0,activate the heater,garage,afternoon,heater,ON
27.58,64.07,96.11,50.9,0,2,closed,closed,1783.14,0,0,0,open the desk_lamp,balcony,afternoon,desk_lamp,ON
24.55,64.14,20.27,76.19,1,3,open,closed,819.64,0,1,0,start the curtain,living_room,morning,curtain,ON
15.0,89.35,48.55,74.5,1,1,open,open,467.9,1,1,0,close the window,garage,morning,window,OFF
25.11,77.88,43.41,34.43,1,2,open,open,865.14,1,0,0,is the aquarium_pump off,living_room,night,aquarium_pump,OFF
29.76,26.63,56.84,15.14,0,3,open,open,1976.74,0,1,1,stop the air_purifier,kitchen,night,air_purifier,OFF
30.96,67.19,61.38,27.05,0,2,closed,closed,443.45,0,1,0,turn on the water_motor,garage,night,water_motor,ON
39.52,40.41,13.82,74.81,1,1,open,closed,1041.16,0,0,1,is the tv off,office,morning,tv,OFF
22.47,33.49,9.1,17.3,0,1,closed,closed,417.61,0,1,1,close the refrigerator,kitchen,morning,refrigerator,OFF
30.19,48.47,70.32,23.61,0,1,open,open,1157.85,0,1,0,start the air_purifier,bedroom,afternoon,air_purifier,ON
31.07,82.68,76.53,16.85,0,0,open,open,485.99,0,1,1,check the tv,balcony,afternoon,tv,ON
36.03,52.6,76.57,25.61,0,3,closed,open,566.64,0,1,1,is the refrigerator off,kitchen,night,refrigerator,OFF
15.99,37.46,5.89,47.04,0,2,closed,closed,1527.9,1,0,1,what s up with the curtain,bedroom,night,curtain,ON
26.61,58.33,21.47,18.2,1,2,open,closed,968.53,0,0,1,open the water_motor,balcony,afternoon,water_motor,ON
27.77,35.66,34.55,41.15,1,0,open,open,850.57,0,0,0,is the cctv_camera on,garage,afternoon,cctv_camera,ON
26.75,41.43,44.42,20.89,0,2,closed,open,1097.48,1,1,0,how s the tv,office,evening,tv,ON
21.89,60.32,57.82,25.68,1,2,closed,closed,581.4,0,1,1,is the aquarium_pump on,bedroom,night,aquarium_pump,ON
15.09,22.02,84.89,29.37,1,0,open,open,1956.88,0,0,1,how s the light,bathroom,afternoon,light,ON
23.12,44.09,73.4,56.04,0,2,closed,closed,1564.01,1,0,1,start the music_system,kitchen,evening,music_system,ON
39.92,70.53,88.81,39.97,0,0,open,open,1772.97,1,1,1,open the desk_lamp,bathroom,evening,desk_lamp,ON
34.23,56.92,58.47,52.54,1,2,closed,closed,564.98,1,0,1,what s up with the fan,balcony,night,fan,ON
16.67,56.88,40.27,14.63,0,1,closed,closed,706.62,0,1,1,how s the dehumidifier,kitchen,morning,dehumidifier,ON
24.47,52.28,31.32,60.49,0,3,open,open,783.46,0,0,0,start the cctv_camera,balcony,afternoon,cctv_camera,ON
17.63,87.68,6.09,21.77,1,1,open,open,1252.69,0,0,0,deactivate the phone_charger,living_room,evening,phone_charger,OFF
25.61,22.79,38.38,44.78,1,1,closed,open,1545.74,0,1,1,is the water_motor off,living_room,night,water_motor,OFF
36.14,38.55,6.31,13.34,1,3,closed,open,632.56,0,0,1,stop the refrigerator,office,evening,refrigerator,OFF
36.76,84.2,46.05,30.72,1,2,open,open,1140.01,0,1,1,is the cctv_camera off,balcony,afternoon,cctv_camera,OFF
16.83,77.88,69.48,32.1,0,0,closed,closed,634.3,0,1,0,deactivate the coffee_maker,balcony,afternoon,coffee_maker,OFF
25.83,33.77,91.37,13.78,0,2,open,closed,788.06,0,1,0,turn off the phone_charger,bathroom,morning,phone_charger,OFF
31.24,72.71,11.95,26.59,1,2,closed,closed,1327.81,0,1,1,status of the heater,office,morning,heater,ON
17.38,20.46,55.73,52.05,1,0,open,closed,1408.41,1,1,1,turn off the curtain,bedroom,evening,curtain,OFF
20.86,49.85,79.22,53.34,0,0,open,open,716.93,1,1,1,what s up with the phone_charger,office,night,phone_charger,ON
20.39,29.62,35.28,22.6,0,2,open,open,1124.43,0,1,0,turn off the water_motor,kitchen,evening,water_motor,OFF
18.88,57.26,20.7,11.34,0,3,closed,open,659.23,1,0,0,check the air_purifier,bedroom,night,air_purifier,ON
35.31,28.65,22.75,62.38,1,0,open,open,1610.8,1,0,0,switch on the fan,kitchen,afternoon,fan,ON
23.39,86.16,93.44,43.8,1,1,open,closed,1568.09,0,0,0,status of the curtain,garage,morning,curtain,ON
27.95,74.65,66.57,17.11,1,0,open,closed,940.77,0,0,0,what s up with the heater,bedroom,morning,heater,ON
31.68,24.83,40.43,60.9,1,2,open,closed,659.1,1,1,0,turn on the cctv_camera,bathroom,evening,cctv_camera,ON
23.86,79.55,29.62,61.16,0,1,closed,closed,926.09,0,0,0,deactivate the ac,bathroom,night,ac,OFF
37.18,25.25,11.13,30.5,1,3,open,open,1349.17,0,1,0,turn off the geyser,kitchen,night,geyser,OFF
18.57,35.74,34.36,68.29,1,2,open,closed,955.96,0,0,1,activate the tv,office,morning,tv,ON
25.66,69.83,69.87,29.17,1,3,closed,open,1505.39,1,1,0,start the fan,bedroom,evening,fan,ON
22.16,60.46,56.22,15.01,0,2,open,closed,953.17,0,1,1,how s the door,living_room,evening,door,ON
35.27,62.08,93.52,79.1,0,3,open,open,1605.25,1,1,1,open the window,garage,afternoon,window,ON
17.52,46.68,63.65,70.41,1,2,open,open,536.93,1,0,1,turn off the aquarium_pump,bedroom,afternoon,aquarium_pump,OFF
38.78,57.23,74.85,71.88,0,2,closed,open,649.76,0,1,0,what s up with the window,balcony,night,window,ON
19.14,65.97,57.19,13.71,1,0,closed,closed,1065.03,1,0,1,turn on the dehumidifier,garage,night,dehumidifier,ON
33.78,30.07,19.45,22.75,0,3,closed,closed,483.76,0,1,1,close the cctv_camera,living_room,evening,cctv_camera,OFF
17.5,41.41,69.11,19.18,0,3,closed,open,1276.08,1,1,1,close the ac,bathroom,afternoon,ac,OFF
33.83,52.59,55.36,78.06,0,1,closed,closed,441.22,0,0,1,deactivate the door,office,evening,door,OFF
21.37,40.03,56.52,34.17,0,3,closed,closed,822.39,0,0,0,switch off the refrigerator,bathroom,morning,refrigerator,OFF
36.65,71.2,65.95,73.75,0,1,closed,open,1810.0,0,1,0,open the dehumidifier,garage,evening,dehumidifier,ON
38.83,88.75,6.61,24.09,1,1,open,closed,1938.6,1,1,0,deactivate the coffee_maker,office,night,coffee_maker,OFF
25.55,83.14,20.09,12.26,0,1,open,open,1032.69,0,0,0,what s up with the fan,garage,evening,fan,ON
23.79,58.97,45.29,18.86,0,3,closed,closed,749.4,0,0,0,stop the heater,bathroom,evening,heater,OFF
30.64,66.72,26.64,32.03,0,3,closed,closed,1149.53,1,0,1,activate the tv,garage,morning,tv,ON
29.1,44.75,65.33,78.01,1,1,closed,closed,1603.88,1,1,1,check the dehumidifier,kitchen,evening,dehumidifier,ON
36.97,42.22,33.57,30.25,1,3,open,closed,826.62,0,0,1,is the ac on,bedroom,morning,ac,ON
38.76,63.67,80.66,79.23,0,2,open,open,1235.87,0,0,1,turn off the window,bedroom,morning,window,OFF
28.4,72.85,11.19,76.95,1,2,open,closed,442.88,1,1,1,open the door,garage,morning,door,ON
23.39,72.67,18.27,28.5,1,2,closed,open,1536.89,0,0,0,switch off the geyser,bathroom,night,geyser,OFF
27.83,21.54,47.57,56.06,1,2,closed,open,911.23,0,1,1,switch on the heater,kitchen,morning,heater,ON
15.08,58.54,96.54,22.02,0,1,open,open,1919.89,1,0,1,is the music_system on,living_room,morning,music_system,ON
19.78,23.72,78.0,43.62,1,0,open,open,406.22,1,0,1,how s the door,living_room,night,door,ON
19.15,64.4,26.41,72.76,0,2,open,open,1111.27,1,0,1,is the dehumidifier off,garage,evening,dehumidifier,OFF
32.16,75.68,93.39,44.17,0,1,open,closed,1826.91,0,0,1,turn on the fan,garage,evening,fan,ON
25.79,84.28,30.76,73.14,0,0,closed,open,1034.04,0,1,0,start the geyser,garage,afternoon,geyser,ON
22.55,21.97,25.73,74.08,0,1,open,open,490.85,0,1,0,deactivate the cctv_camera,bathroom,morning,cctv_camera,OFF
36.52,85.44,92.83,58.81,1,1,open,open,487.7,0,0,1,turn off the coffee_maker,garage,afternoon,coffee_maker,OFF
21.21,62.86,14.31,14.6,1,0,closed,closed,1921.31,0,1,0,status of the coffee_maker,bathroom,afternoon,coffee_maker,OFF
35.61,68.73,47.63,41.7,0,1,open,closed,1275.68,0,0,0,start the phone_charger,balcony,morning,phone_charger,ON
29.07,51.22,73.01,20.72,1,2,open,open,1495.6,0,1,0,switch off the refrigerator,balcony,afternoon,refrigerator,OFF
34.32,63.76,80.1,18.78,1,0,open,open,887.6,0,0,1,deactivate the coffee_maker,garage,morning,coffee_maker,OFF
20.18,63.99,33.9,56.84,1,1,closed,closed,724.16,1,0,1,is the phone_charger off,kitchen,morning,phone_charger,OFF
17.09,51.75,35.47,22.46,1,0,open,closed,995.71,1,0,1,is the dehumidifier off,kitchen,morning,dehumidifier,OFF
21.6,73.16,58.01,46.93,0,0,closed,open,442.06,0,0,0,check the curtain,garage,afternoon,curtain,ON
19.76,53.44,27.49,14.58,1,0,closed,closed,1716.37,1,1,0,status of the refrigerator,bedroom,morning,refrigerator,ON
18.39,25.55,86.48,28.25,0,1,closed,closed,1313.36,1,0,0,turn on the door,garage,night,door,ON
23.93,31.33,91.19,61.42,1,2,open,open,1712.49,1,0,0,what s up with the light,bathroom,evening,light,ON
32.56,88.66,7.15,78.33,0,3,open,closed,1012.99,0,0,1,status of the ac,garage,afternoon,ac,ON
27.53,69.1,25.06,15.18,1,1,open,closed,1995.15,0,0,0,start the coffee_maker,bedroom,afternoon,coffee_maker,OFF
39.1,30.45,8.37,45.12,1,2,open,closed,509.71,0,0,1,activate the phone_charger,bathroom,evening,phone_charger,ON
24.6,38.87,63.75,68.42,0,1,closed,closed,1485.84,1,0,1,turn off the fan,bathroom,night,fan,OFF
26.72,64.84,33.52,23.63,0,3,open,open,1380.4,0,1,1,deactivate the aquarium_pump,garage,afternoon,aquarium_pump,OFF
37.98,47.31,26.32,30.9,0,2,open,open,1517.95,1,0,0,turn off the heater,office,evening,heater,OFF
18.02,64.87,52.11,31.66,1,3,closed,open,1142.38,1,1,0,open the light,bedroom,evening,light,ON
32.74,87.34,66.22,23.46,0,3,closed,closed,1977.74,1,0,1,what s up with the aquarium_pump,living_room,morning,aquarium_pump,ON
36.33,38.1,41.42,41.32,1,0,closed,open,1692.39,0,1,1,is the geyser off,kitchen,evening,geyser,OFF
30.47,57.25,81.76,59.5,0,3,closed,closed,1519.99,1,0,1,status of the aquarium_pump,balcony,evening,aquarium_pump,ON
38.22,52.93,10.8,34.5,1,3,closed,closed,1462.26,0,1,0,turn off the desk_lamp,bedroom,morning,desk_lamp,OFF
26.58,82.54,72.99,28.68,1,3,open,closed,700.77,1,1,1,check the tv,living_room,afternoon,tv,ON
28.57,43.75,38.42,26.99,0,0,closed,open,1471.97,0,1,1,is the window on,kitchen,evening,window,ON
21.8,35.55,49.74,43.02,1,2,open,open,1407.34,0,0,1,switch off the music_system,kitchen,night,music_system,OFF
21.29,20.16,60.32,21.11,0,3,open,closed,1873.91,0,1,0,switch on the music_system,garage,morning,music_system,ON
29.74,47.52,77.81,44.17,1,2,closed,closed,603.47,0,0,1,how s the desk_lamp,bedroom,evening,desk_lamp,ON
34.76,88.59,6.12,57.99,1,1,open,closed,1895.85,0,0,0,activate the curtain,bathroom,afternoon,curtain,ON
26.32,33.44,12.22,48.39,1,1,closed,closed,1683.92,0,0,1,is the refrigerator off,balcony,evening,refrigerator,OFF
18.85,44.26,32.67,67.29,1,1,open,closed,889.0,1,0,0,close the window,kitchen,night,window,OFF
19.23,25.75,44.04,52.15,1,3,closed,open,1779.73,1,0,0,what s up with the phone_charger,garage,night,phone_charger,ON
31.42,46.8,36.5,53.02,1,1,open,closed,1366.24,1,0,0,activate the music_system,office,afternoon,music_system,ON
21.79,55.29,49.12,27.37,0,1,closed,open,1291.82,0,0,0,activate the door,living_room,afternoon,door,ON
21.48,69.75,92.45,79.33,1,1,closed,open,1561.62,0,0,0,what s up with the aquarium_pump,garage,evening,aquarium_pump,ON
39.68,32.0,93.13,76.71,0,1,closed,closed,807.67,0,0,1,stop the music_system,garage,evening,music_system,OFF
29.81,71.43,46.46,79.89,0,1,closed,closed,1199.72,1,1,1,what s up with the music_system,kitchen,evening,music_system,ON
34.42,22.11,10.04,27.73,0,2,open,closed,533.07,0,0,0,start the dehumidifier,kitchen,afternoon,dehumidifier,ON
24.67,46.6,14.86,32.87,0,2,closed,open,1704.17,0,0,1,is the geyser on,bedroom,night,geyser,ON
15.32,56.11,31.74,33.16,1,1,open,open,1050.59,1,1,0,is the door on,garage,evening,door,ON
29.73,50.54,43.92,14.55,0,0,closed,open,1677.16,1,0,1,turn on the desk_lamp,kitchen,afternoon,desk_lamp,ON
26.92,84.71,99.83,63.26,0,0,closed,open,532.63,0,0,0,activate the curtain,bedroom,night,curtain,ON
26.28,84.82,62.63,61.75,0,2,open,closed,403.15,1,0,0,check the water_motor,bathroom,morning,water_motor,ON
21.06,42.11,37.97,10.39,1,1,closed,closed,1533.35,0,0,0,switch off the cctv_camera,balcony,afternoon,cctv_camera,OFF
33.77,81.52,80.31,39.57,1,3,closed,open,1496.66,0,0,1,turn on the light,bathroom,morning,light,ON
17.55,77.76,64.22,41.59,1,3,closed,closed,532.6,0,1,0,deactivate the cctv_camera,kitchen,afternoon,cctv_camera,OFF
24.29,33.06,99.61,53.67,0,2,open,open,1844.41,0,1,0,turn off the desk_lamp,garage,night,desk_lamp,OFF
19.48,82.55,62.8,79.49,1,1,closed,closed,1468.09,0,0,0,deactivate the coffee_maker,bathroom,afternoon,coffee_maker,OFF
30.34,58.68,37.44,41.24,1,1,open,open,1364.81,1,1,1,check the light,bedroom,morning,light,ON
18.12,75.6,48.27,14.17,0,1,closed,open,1716.35,1,1,0,stop the coffee_maker,garage,night,coffee_maker,OFF
22.55,29.83,47.48,47.17,0,2,closed,closed,846.49,0,0,0,open the window,living_room,morning,window,ON
23.48,22.43,39.88,38.38,0,3,closed,closed,1434.95,1,0,1,is the water_motor on,bedroom,afternoon,water_motor,ON
31.1,62.96,93.83,43.97,0,2,open,closed,548.37,1,0,1,open the dehumidifier,living_room,night,dehumidifier,ON
23.82,24.69,56.3,43.57,1,1,closed,open,460.61,0,0,0,stop the coffee_maker,garage,night,coffee_maker,OFF
23.32,75.9,25.21,34.75,0,0,closed,closed,1066.5,1,1,0,switch on the aquarium_pump,garage,night,aquarium_pump,ON
23.86,48.77,94.97,74.11,1,3,closed,closed,485.91,0,1,1,switch off the desk_lamp,bathroom,morning,desk_lamp,OFF
22.39,81.78,90.95,18.41,1,1,closed,open,1495.13,1,0,0,deactivate the refrigerator,balcony,evening,refrigerator,OFF
19.02,26.25,18.94,72.46,1,1,closed,open,1606.01,1,0,1,is the ac off,balcony,night,ac,OFF
19.05,56.92,94.18,47.83,0,1,open,closed,1602.29,1,1,1,activate the air_purifier,bathroom,afternoon,air_purifier,ON
35.95,56.89,22.91,40.62,1,3,open,closed,576.34,1,0,0,how s the music_system,living_room,evening,music_system,ON
27.34,66.98,33.91,41.43,1,2,closed,open,1583.53,1,1,1,deactivate the heater,office,evening,heater,OFF
20.87,44.83,98.8,78.04,0,1,open,closed,864.72,1,1,0,status of the cctv_camera,bathroom,night,cctv_camera,ON
34.72,35.92,6.69,43.56,0,2,closed,closed,1547.89,0,0,0,is the air_purifier off,living_room,afternoon,air_purifier,OFF
33.09,75.86,66.25,46.56,1,0,closed,open,413.59,1,1,1,activate the heater,garage,evening,heater,ON
23.69,35.45,71.37,50.63,1,2,closed,open,1626.46,1,1,0,is the cctv_camera on,bedroom,night,cctv_camera,ON
